dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
6788,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,21,44,44,1,63,320,0,I grew up as a boy in Stuttgart and you know obviously you have those posters of V12 mid-engine cars in your room but you always look to the best car in the world which always was the S-Class so I was running around on auto shows collecting those catalogs which I still have at home so yeah that's my connection I guess.,I grew up as a boy in Stuttgart and you know obviously you have those posters of V12 mid-engine cars in your room but you always look to the best car in the world which always was the S-Class so I was running around on auto shows collecting those catalogs which I still have at home so yeah that's my connection I guess.
6789,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,22,45,46,2,33,162,0,"Wonderful and you had one in your family? Yeah, at one point my father was able to afford an S-Class and he made his dream come true, but also my dream come true.","Wonderful and you had one in your family? Yeah, at one point my father was able to afford an S-Class and he made his dream come true, but also my dream come true."
6790,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,23,47,47,1,20,96,0,"So I really do remember the first time I rode in an S-Class somewhere in the early 90s, I guess.","So I really do remember the first time I rode in an S-Class somewhere in the early 90s, I guess."
6791,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,24,48,48,1,15,74,0,And I will always remember this day the first time I rode the new S-Class.,And I will always remember this day the first time I rode the new S-Class.
6792,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,25,49,51,3,14,75,0,Yes. And you have set the mood perfectly. And that's going to happen today.,Yes. And you have set the mood perfectly. And that's going to happen today.
6793,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,26,52,54,3,16,80,0,"It's just right for me to hop in, may I? Absolutely. All right, let's get going.","It's just right for me to hop in, may I? Absolutely. All right, let's get going."
6794,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,27,55,57,3,40,216,0,"I'll give you a call from inside the car. Absolutely. All right, now we finally have the opportunity to take sort of a deep dive into some of those topics we were talking about previously on Meet the S-Class Digital.","I'll give you a call from inside the car. Absolutely. All right, now we finally have the opportunity to take sort of a deep dive into some of those topics we were talking about previously on Meet the S-Class Digital."
6795,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,28,58,60,3,20,123,0,"Starting out, MBUX, Mercedes-Benz multimedia system, and I'm a great fan of the MBUX. Let's try calling Dirk. Hey Mercedes.","Starting out, MBUX, Mercedes-Benz multimedia system, and I'm a great fan of the MBUX. Let's try calling Dirk. Hey Mercedes."
6796,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,29,61,63,3,17,78,0,How may I help you? Call Dirk. I am calling the cell phone with Dirk Fetz now.,How may I help you? Call Dirk. I am calling the cell phone with Dirk Fetz now.
6797,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,30,64,66,3,20,99,0,"Hello? Hey Dirk, we tried out MBUX voice control and driving. Let me tell you, this is so much fun.","Hello? Hey Dirk, we tried out MBUX voice control and driving. Let me tell you, this is so much fun."
6798,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,31,67,68,2,19,99,0,"It's not only extremely comfortable, it's super intuitive. I have no work to do at all as a driver.","It's not only extremely comfortable, it's super intuitive. I have no work to do at all as a driver."
6799,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,32,69,70,2,14,61,0,"Oh, I love to hear that. I mean, I was waiting for your call.","Oh, I love to hear that. I mean, I was waiting for your call."
6800,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,33,71,72,2,14,67,0,I almost thought you did a runner with a car. I wouldn't blame you.,I almost thought you did a runner with a car. I wouldn't blame you.
6801,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,34,73,74,2,24,146,0,"So, remember we said last time during the Meet the Mercedes-Benz S-Class Digital, when I stopped talking, so what do you hear? Absolutely nothing.","So, remember we said last time during the Meet the Mercedes-Benz S-Class Digital, when I stopped talking, so what do you hear? Absolutely nothing."
6802,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,35,75,77,3,21,113,0,Exactly as promised. Very happy to hear that. So you said you got acquainted with the MBO-X already a little bit.,Exactly as promised. Very happy to hear that. So you said you got acquainted with the MBO-X already a little bit.
6803,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,36,78,79,2,19,85,0,We had some expert talks on the MBO-X and I'd love to show a clip. What do you think?,We had some expert talks on the MBO-X and I'd love to show a clip. What do you think?
6804,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,37,80,82,3,24,131,0,Let's do it. Roll the clip. My name is Maxi Vogel and I'm responsible for the holistic user interaction concept of our new S-Class.,Let's do it. Roll the clip. My name is Maxi Vogel and I'm responsible for the holistic user interaction concept of our new S-Class.
6805,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,38,83,83,1,20,99,0,"QUX has tons of thousands of features, as you already know, but I'm going to show you my top three.","QUX has tons of thousands of features, as you already know, but I'm going to show you my top three."
6806,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,39,84,85,2,27,145,0,Let's start with the first one. Smart home integration finally arrived in our all-new S-Class and I'm going to show you how you can use that one.,Let's start with the first one. Smart home integration finally arrived in our all-new S-Class and I'm going to show you how you can use that one.
6807,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,40,86,88,3,13,63,0,Hey Mercedes! How can I help? Are the lights turned on at home?,Hey Mercedes! How can I help? Are the lights turned on at home?
6808,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,41,89,91,3,15,80,0,"I've checked it out for you. Currently, all lights are on. Please turn them off.","I've checked it out for you. Currently, all lights are on. Please turn them off."
6809,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,42,92,93,2,14,77,-1,"Sure, I'll turn off your lights. My next highlight is our MBUX sharing panel.","Sure, I'll turn off your lights. My next highlight is our MBUX sharing panel."
6810,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,43,94,94,1,20,115,0,"Since MBUX is now available on all seats, you can have a very cool collaborative experience with our sharing panel.","Since MBUX is now available on all seats, you can have a very cool collaborative experience with our sharing panel."
6811,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,44,95,95,1,26,141,0,"You can control the displays, for example switch them on or you can also block them and very cool and easy share content, for example videos.","You can control the displays, for example switch them on or you can also block them and very cool and easy share content, for example videos."
6812,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,45,96,97,2,15,85,0,Let me show you my third highlight. It's the sport context in our instrument cluster.,Let me show you my third highlight. It's the sport context in our instrument cluster.
6813,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,46,98,98,1,33,169,0,"You get there very easy with just a few swipes and get a very cool emotional sport context with the red color but also a lot of engine data, info, g-force, Newton meter.","You get there very easy with just a few swipes and get a very cool emotional sport context with the red color but also a lot of engine data, info, g-force, Newton meter."
6814,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,47,99,101,3,14,79,0,But you know what? It's better experienced while driving. So let's take a ride.,But you know what? It's better experienced while driving. So let's take a ride.
6815,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,48,102,102,1,22,132,0,"Okay Jasmin, after we've seen some details about MBUX, you remember in Meet Mercedes Digital we also spoke about the plug-in hybrid?","Okay Jasmin, after we've seen some details about MBUX, you remember in Meet Mercedes Digital we also spoke about the plug-in hybrid?"
6816,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,49,103,103,1,16,88,0,"Yes, I do recall it was all about busting myths that surround the plug-in hybrid, right?","Yes, I do recall it was all about busting myths that surround the plug-in hybrid, right?"
6817,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,50,104,105,2,17,100,0,"Exactly, and we're gonna have an S-plus plug-in hybrid very soon. Right, I should have known, sorry.","Exactly, and we're gonna have an S-plus plug-in hybrid very soon. Right, I should have known, sorry."
6818,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,51,106,107,2,19,90,0,"Yeah, let you get away with it. Let's also have a look at a clip about the plug-in hybrid.","Yeah, let you get away with it. Let's also have a look at a clip about the plug-in hybrid."
6819,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,52,108,110,3,21,134,0,"Yes, let's do it. My name is Matthias Klippfer. At Mercedes-Benz I am responsible for the development of hybrid transmission software.","Yes, let's do it. My name is Matthias Klippfer. At Mercedes-Benz I am responsible for the development of hybrid transmission software."
6820,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,53,111,111,1,12,60,0,"As you know, there are a lot of myths about plug-in hybrids.","As you know, there are a lot of myths about plug-in hybrids."
6821,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,54,112,112,1,12,68,0,"But still, plug-in hybrids are combining the best out of two worlds.","But still, plug-in hybrids are combining the best out of two worlds."
6822,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,55,113,113,1,21,125,0,"With our new plug-in hybrid in the Mercedes-Benz S-Class, hybrid of the generation 4, we are getting more electric than ever.","With our new plug-in hybrid in the Mercedes-Benz S-Class, hybrid of the generation 4, we are getting more electric than ever."
6823,Mercedes Benz Meet the S Class DIGITAL; The Test Drive (1080p 25fps H264 128kbit AAC),115,56,114,115,2,12,79,0,The most impressive fact? is an electric range of approximately 100 kilometers.,The most impressive fact? is an electric range of approximately 100 kilometers.
